#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rf0105 	 8.307128 	 0.065390 	 0.032695 
 rs1070 	 8.961030 	 0.301030 	 -0.301030 
 rf0132 	 8.961030 	 0.301030 	 -0.301030 
 rs1076 	 8.503298 	 0.065390 	 0.098085 
 rs1080 	 8.470603 	 0.098085 	 0.359646 
 rf0133 	 8.535994 	 0.000000 	 0.032695 
 rf0113 	 8.634079 	 0.065390 	 0.098085 
 rf0040 	 8.961030 	 0.301030 	 -0.301030 
 rs1125 	 8.437908 	 0.065390 	 0.065390 
 rf0520 	 8.339823 	 0.098085 	 0.098085 
 rs1135 	 8.372518 	 0.130780 	 0.130780 
 rs1137 	 8.961030 	 0.301030 	 -0.301030 
 rf0294 	 8.961030 	 0.301030 	 -0.301030 
 rs1359 	 8.961030 	 0.301030 	 -0.301030 
 rf0543 	 8.209043 	 0.065390 	 0.130780 
 rs1406 	 8.437908 	 0.065390 	 0.032695 
 rs1154 	 8.961030 	 0.301030 	 -0.301030 
 rf0016 	 8.634079 	 0.032695 	 0.032695 
 rf0516 	 8.307128 	 0.065390 	 0.065390 
 rs1164 	 8.176347 	 0.065390 	 0.098085 
 rs1170 	 8.437908 	 0.098085 	 0.065390 
 rs1171 	 8.961030 	 0.301030 	 -0.301030 
 rs1172 	 8.176347 	 0.000000 	 0.032695 
 rf0068 	 8.307128 	 0.130780 	 0.130780 
 rs1177 	 8.372518 	 0.098085 	 0.130780 
 rs1179 	 8.961030 	 0.301030 	 -0.301030 
 rs1182 	 8.437908 	 0.065390 	 0.065390 
 rs1184 	 8.307128 	 0.032695 	 0.065390 
 rs1388 	 8.307128 	 0.130780 	 0.098085 
 rs1190 	 8.503298 	 0.032695 	 0.000000 
 rs1197 	 8.961030 	 0.301030 	 -0.301030 
 rs1198 	 8.961030 	 0.301030 	 -0.301030 
 rs1200 	 8.339823 	 0.065390 	 0.065390 
 rs1362 	 8.470603 	 0.065390 	 0.065390 
 rf0070 	 8.209043 	 0.065390 	 0.065390 
 rs1205 	 8.961030 	 0.301030 	 -0.301030 
 rs1207 	 8.961030 	 0.301030 	 -0.301030 
 rs1208 	 8.339823 	 0.130780 	 0.098085 
 rs1209 	 8.961030 	 0.301030 	 -0.301030 
 rs1212 	 8.405213 	 0.065390 	 0.065390 
 rs1213 	 8.797554 	 0.196171 	 0.065390 
 rs1214 	 8.961030 	 0.301030 	 -0.301030 
 rf0011 	 8.470603 	 0.065390 	 0.098085 
 rs1220 	 8.961030 	 0.301030 	 -0.301030 
 rs1222 	 8.405213 	 0.098085 	 0.098085 
 rf0555 	 8.143652 	 0.032695 	 0.000000 
 rf0036 	 8.307128 	 0.098085 	 0.098085 
 rs1226 	 8.895640 	 0.130780 	 0.065390 
 rs1370 	 8.372518 	 0.065390 	 0.032695 
 rf0117 	 8.437908 	 0.032695 	 0.065390 
 rf0121 	 8.078262 	 0.000000 	 0.032695 
 rf0621 	 8.012872 	 0.098085 	 0.098085 
 rs1389 	 8.241738 	 0.000000 	 0.000000 
 rf0579 	 8.209043 	 0.032695 	 0.000000 
 rs1403 	 8.339823 	 0.032695 	 0.065390 
 rs1404 	 8.666774 	 0.032695 	 0.000000 
 rs1283 	 8.307128 	 0.098085 	 0.098085 
 rs1296 	 8.143652 	 0.032695 	 0.032695 
 rf0134 	 8.372518 	 0.032695 	 0.065390 
 rs1091 	 8.961030 	 0.301030 	 -0.301030 
 rf0246 	 8.078262 	 0.032695 	 0.000000 
 rf0127 	 8.405213 	 0.000000 	 0.000000 
 rf0317 	 8.405213 	 0.065390 	 0.065390 
 rf0073 	 8.961030 	 0.301030 	 -0.301030 
 rf0577 	 8.339823 	 0.098085 	 0.130780 
 rf0533 	 8.405213 	 0.065390 	 0.032695 
 rf0028 	 8.405213 	 0.065390 	 0.130780 
 rf0029 	 8.274433 	 0.000000 	 0.032695 
 rf0030 	 8.470603 	 0.065390 	 0.065390 
 rf0031 	 8.961030 	 0.301030 	 -0.301030 
 rf0032 	 8.503298 	 0.065390 	 0.065390 
 rf0033 	 8.372518 	 0.098085 	 0.098085 
 rf0536 	 8.961030 	 0.301030 	 -0.301030 
 rf0034 	 8.274433 	 0.032695 	 0.065390 
 rf0539 	 8.307128 	 0.065390 	 0.065390 
 rf0574 	 8.176347 	 0.000000 	 0.032695 
 rs1254 	 8.634079 	 0.032695 	 0.032695 
 rs1092 	 8.568689 	 0.032695 	 0.065390 
 rs1098 	 8.339823 	 0.032695 	 0.065390 
 rs1100 	 8.961030 	 0.301030 	 -0.301030 
 rs1104 	 8.437908 	 0.065390 	 0.098085 
 rf0158 	 8.601384 	 0.065390 	 0.065390 
 rs1124 	 8.437908 	 0.098085 	 0.098085 
 rs1147 	 8.372518 	 0.098085 	 0.098085 
 rs1079 	 8.470603 	 0.032695 	 0.098085 
 rs1195 	 8.437908 	 0.032695 	 0.000000 
 rf0071 	 8.961030 	 0.301030 	 -0.301030 
 rf0119 	 8.372518 	 0.065390 	 0.098085 
 rf0123 	 8.307128 	 0.098085 	 0.130780 
 rs1294 	 8.535994 	 0.032695 	 0.065390 
 rs1292 	 8.470603 	 0.098085 	 0.228866 
 rs1290 	 8.209043 	 0.032695 	 0.032695 
 rs1289 	 8.339823 	 0.065390 	 0.032695 
 rs1286 	 8.437908 	 0.065390 	 0.065390 
 rf0620 	 8.339823 	 0.098085 	 0.130780 
 rs1284 	 8.110957 	 0.000000 	 0.032695 
 rf0074 	 8.634079 	 0.098085 	 0.130780 
 rs1408 	 8.437908 	 0.065390 	 0.130780 
 rs1043 	 8.143652 	 0.032695 	 0.032695 
 rf0545 	 8.372518 	 0.098085 	 0.130780 
 rs1053 	 8.143652 	 0.000000 	 0.000000 
 rs1048 	 8.961030 	 0.301030 	 -0.301030 
 rf0623 	 8.339823 	 0.098085 	 0.098085 
 rs1046 	 8.535994 	 0.000000 	 0.000000 
 rs1045 	 8.503298 	 0.098085 	 0.065390 
 rs1021 	 8.405213 	 0.065390 	 0.065390 
 rs1014 	 8.078262 	 0.000000 	 0.000000 
 rf0616 	 8.405213 	 0.098085 	 0.130780 
 rs1011 	 8.405213 	 0.065390 	 0.065390 
 rf0582 	 8.307128 	 0.098085 	 0.130780 
 rf0164 	 8.961030 	 0.301030 	 -0.301030 
 rf0249 	 8.961030 	 0.301030 	 -0.301030 
 rf0250 	 8.078262 	 0.000000 	 0.000000 
 rf0326 	 8.339823 	 0.065390 	 0.130780 
 rf0684 	 8.961030 	 0.301030 	 -0.301030 
 rf0340 	 8.209043 	 0.000000 	 0.032695 
 rf0612 	 8.535994 	 0.032695 	 0.032695 
 rf0221 	 8.634079 	 0.000000 	 0.032695 
 rf0283 	 8.961030 	 0.301030 	 -0.301030 
 rf0229 	 8.405213 	 0.065390 	 0.065390 
 rf0241 	 8.078262 	 0.032695 	 0.032695 
 rf0263 	 8.961030 	 0.301030 	 -0.301030 
 rf0264 	 8.961030 	 0.301030 	 -0.301030 
 rf0295 	 8.535994 	 0.000000 	 0.032695 
 rf0315 	 8.961030 	 0.301030 	 -0.301030 
 rf0316 	 8.470603 	 0.065390 	 0.065390 
 rs1304 	 8.241738 	 0.065390 	 0.065390 
 rf0303 	 8.405213 	 0.065390 	 0.098085 
 rs1301 	 8.830249 	 0.130780 	 0.065390 
 rs1282 	 8.568689 	 0.000000 	 0.032695 
 rs1299 	 8.307128 	 0.065390 	 0.065390 
 rf0314 	 8.307128 	 0.098085 	 0.163476 
 rf0318 	 8.274433 	 0.163476 	 0.130780 
 rf0267 	 8.961030 	 0.301030 	 -0.301030 
 rf0166 	 8.634079 	 0.000000 	 0.000000 
 rf0319 	 8.601384 	 0.000000 	 0.000000 
 rs1258 	 8.274433 	 0.000000 	 0.000000 
 rs1281 	 8.372518 	 0.098085 	 0.065390 
 rf0333 	 8.961030 	 0.301030 	 -0.301030 
 rf0223 	 8.961030 	 0.301030 	 -0.301030 
 rf0259 	 8.437908 	 0.098085 	 0.098085 
 rf0227 	 8.437908 	 0.098085 	 0.098085 
 rf0338 	 8.307128 	 0.032695 	 0.065390 
 rf0279 	 8.339823 	 0.130780 	 0.196171 
 rf0234 	 8.372518 	 0.032695 	 0.065390 
 rf0580 	 8.405213 	 0.098085 	 0.065390 
 rf0157 	 8.110957 	 0.000000 	 0.032695 
 rf0167 	 8.961030 	 0.301030 	 -0.301030 
 rf0237 	 8.961030 	 0.301030 	 -0.301030 
 rf0586 	 8.437908 	 0.098085 	 0.163476 
 rf0284 	 8.209043 	 0.032695 	 0.032695 
 rf0236 	 8.372518 	 0.065390 	 0.098085 
 rf0169 	 8.372518 	 0.065390 	 0.065390 
 rf0171 	 8.961030 	 0.301030 	 -0.301030 
 rf0173 	 8.961030 	 0.301030 	 -0.301030 
 rf0238 	 8.405213 	 0.098085 	 0.065390 
 rf0638 	 8.535994 	 0.065390 	 0.065390 
 rf0175 	 8.372518 	 0.065390 	 0.065390 
 rf0587 	 8.372518 	 0.065390 	 0.065390 
 rf0328 	 8.503298 	 0.065390 	 0.130780 
 rf0176 	 8.961030 	 0.301030 	 -0.301030 
 rf0291 	 8.470603 	 0.032695 	 0.065390 
 rf0177 	 8.405213 	 0.032695 	 0.065390 
 rf0292 	 8.961030 	 0.301030 	 -0.301030 
 rf0179 	 8.241738 	 0.000000 	 0.032695 
 rf0242 	 8.961030 	 0.301030 	 -0.301030 
 rf0181 	 8.372518 	 0.098085 	 0.130780 
 rs1307 	 8.961030 	 0.301030 	 -0.301030 
 rs1280 	 8.405213 	 0.065390 	 0.065390 
 rf0335 	 8.274433 	 0.032695 	 0.163476 
 rf0297 	 8.961030 	 0.301030 	 -0.301030 
 rf0596 	 8.437908 	 0.098085 	 0.065390 
 rf0240 	 8.078262 	 0.032695 	 0.000000 
 rf0251 	 8.961030 	 0.301030 	 -0.301030 
 rf0190 	 8.437908 	 0.000000 	 0.032695 
 rf0268 	 8.405213 	 0.098085 	 0.098085 
 rf0332 	 8.176347 	 0.032695 	 0.000000 
 rf0192 	 8.437908 	 0.065390 	 0.065390 
 rf0193 	 8.535994 	 0.065390 	 0.098085 
 rf0195 	 8.405213 	 0.032695 	 0.065390 
 rf0197 	 8.372518 	 0.032695 	 0.065390 
 rf0201 	 8.961030 	 0.301030 	 -0.301030 
 rf0205 	 8.961030 	 0.301030 	 -0.301030 
 rf0622 	 8.274433 	 0.098085 	 0.098085 
 rf0239 	 8.961030 	 0.301030 	 -0.301030 
 rf0206 	 8.568689 	 0.065390 	 0.065390 
 rf0339 	 8.961030 	 0.301030 	 -0.301030 
 rf0210 	 8.405213 	 0.032695 	 0.032695 
 rf0631 	 8.110957 	 0.000000 	 0.032695 
 rf0342 	 8.470603 	 0.065390 	 0.065390 
 rf0634 	 8.241738 	 0.065390 	 0.130780 
 rf0265 	 8.209043 	 0.032695 	 0.000000 
 rf0343 	 8.961030 	 0.301030 	 -0.301030 
 rf0331 	 8.437908 	 0.065390 	 0.065390 
 rf0217 	 8.339823 	 0.032695 	 0.000000 
 rf0244 	 8.666774 	 1.307804 	 0.130780 
 rf0180 	 8.961030 	 0.301030 	 -0.301030 
 rf0226 	 8.372518 	 0.065390 	 0.098085 
 rf0280 	 8.241738 	 0.032695 	 0.032695 
 rf0300 	 8.372518 	 0.032695 	 0.065390 
 rf0306 	 8.307128 	 0.065390 	 0.065390 
 rf0286 	 8.601384 	 0.000000 	 0.032695 
 rf0271 	 8.732164 	 0.065390 	 0.032695 
 rf0262 	 8.241738 	 0.098085 	 0.163476 
 rf0272 	 8.339823 	 0.032695 	 0.065390 
 rf0277 	 8.601384 	 0.032695 	 0.032695 
 rf0235 	 8.405213 	 0.098085 	 0.098085 
 rf0003 	 8.961030 	 0.301030 	 -0.301030 
 rf0258 	 8.961030 	 0.301030 	 -0.301030 
 rf0002 	 8.961030 	 0.301030 	 -0.301030 
 rf0312 	 8.961030 	 0.301030 	 -0.301030 
 rf0515 	 8.961030 	 0.301030 	 -0.301030 
 rf0298 	 8.405213 	 0.032695 	 0.065390 
 rf0313 	 8.078262 	 0.000000 	 0.000000 
 rf0642 	 8.078262 	 0.000000 	 0.000000 
 rf0299 	 8.372518 	 0.065390 	 0.098085 
 rf0643 	 8.045567 	 0.000000 	 0.032695 
 rf0649 	 8.961030 	 0.301030 	 -0.301030 
 rf0646 	 8.209043 	 0.098085 	 0.196171 
 rf0001 	 8.339823 	 0.098085 	 0.065390 
 rf0650 	 8.176347 	 0.065390 	 0.032695 
 rf0654 	 8.372518 	 0.065390 	 0.065390 
 rs1276 	 8.961030 	 0.301030 	 -0.301030 
 rs1300 	 8.666774 	 0.065390 	 0.032695 
 rf0256 	 8.961030 	 0.301030 	 -0.301030 
 rf0309 	 8.961030 	 0.301030 	 -0.301030 
 rf0653 	 8.241738 	 0.065390 	 0.032695 
 rf0305 	 8.437908 	 0.065390 	 0.098085 
 rf0655 	 8.274433 	 0.098085 	 0.098085 
 rf0308 	 8.405213 	 0.098085 	 0.098085 
 rf0311 	 8.339823 	 0.098085 	 0.163476 
 rf0266 	 8.078262 	 0.000000 	 0.000000 
 rf0627 	 8.209043 	 0.065390 	 0.130780 
 rf0247 	 8.961030 	 0.301030 	 -0.301030 
 rf0248 	 8.961030 	 0.301030 	 -0.301030 
 rf0585 	 8.274433 	 0.065390 	 0.065390 
 rf0663 	 8.110957 	 0.032695 	 0.000000 
 rf0320 	 8.241738 	 0.032695 	 0.000000 
 rf0327 	 8.928335 	 1.503975 	 0.032695 
 rf0670 	 8.372518 	 0.065390 	 0.098085 
 rf0252 	 8.372518 	 0.098085 	 0.098085 
 rf0253 	 8.961030 	 0.294256 	 0.000000 
 rf0154 	 8.961030 	 0.301030 	 -0.301030 
 rf0607 	 8.405213 	 0.065390 	 0.032695 
 rf0156 	 8.503298 	 0.098085 	 0.163476 
 rf0630 	 8.078262 	 0.032695 	 0.032695 
 rf0287 	 8.961030 	 0.301030 	 -0.301030 
 rf0322 	 8.437908 	 0.098085 	 0.098085 
 rf0628 	 8.241738 	 0.032695 	 0.032695 
 rf0204 	 8.241738 	 0.000000 	 0.000000 
 rf0257 	 8.339823 	 0.098085 	 0.065390 
 rf0685 	 8.339823 	 0.065390 	 0.098085 
 rf0669 	 8.241738 	 0.098085 	 0.098085 
 rf0674 	 8.274433 	 0.065390 	 0.130780 
 rf0680 	 8.176347 	 0.065390 	 0.065390 
 rf0668 	 8.176347 	 0.065390 	 0.032695 
 rf0324 	 8.961030 	 0.301030 	 -0.301030 
 rf0329 	 8.634079 	 0.032695 	 0.065390 
 rf0683 	 8.176347 	 0.065390 	 0.098085 
 rf0661 	 8.209043 	 0.065390 	 0.098085 
 rf0325 	 8.961030 	 0.301030 	 -0.301030 
